"IMF_SBA","IMF_PRGF_ESF","IMF_All","GDP_pctchng","IP_pctchng","FX_FebSep_chng","FX_JunJun_chng","Equity_SepFeb_chng","Equity_SepFeb_Sharpe","Equity_JunJun_chng","Equity_JunJun_Sharpe","EquityVarDummy","FXVarDummy","GDPVarDummy","IPVarDummy","fx_res_index","Savings_pct_GNI","AgriExports_pct_MerchExp","AgriImp_pct_MerchImp","AgriValueAdd_pct_GDP","AgriValueAdd_pct_Growth","Aid_pct_GNI","BankLiquidRestoAss","BusinessDisclosure","ReservesChangesUSD","ClaimsOnGovOtherPublicLCU","ClaimOnGov_pct_anngrowth","ClaimsOnPriv_pct_anngrowth","CPIlevel","CreditDepthofInfo","CA_pct_GDP","CAUSD","CurrentTransfersReceiptsUSD","ExtDebtServicePPGIMF_pct_Exports","ExtDebtServicePPGUSD","ExtDebtServiceTotalUSD","DepositInterestRate","domesticcreditbybanks_pct_gdp","domesticcredittotal_pct_gdp","ExportsAsCapacityToImport","Exports_pct_GDP","Exports_pct_GrowthAnn","ExportsUSDBoP","Exports2000USD","ExportsconstantLCU","ExportscurrentLCU","ExportsUSD","ExportsAndIncomeBoPUSD","TradeBalance_pct_GDP","TradeBalanceLCUconst","TradeBalanceLCUcurrent","TradeBalanceUSDcurrent","Consumption_pct_GDP","FinancingViaInterCapMarkets_pct_GDP","FoodExp_pct_Exp","FoodImp_pct_Imp","FDIcurrentUSD","FDIinflows_pct_GDP","FDIinflowsUSD","FDIoutflows_pct_GDP","GDPUSD2000","GDPLCUconstant","GDPLCUcurrent","GDPcurrentUSD","GDPdeflator","GDPgrowth_pct_","GDPpercapita2000USD","GDPpercapitaLCUconstant","GDPpercapitaCurrentUSD","GDPpercapitaGrowth","GDPpercapitaPPP2005USD","GDPpercapitaPPPcurrentUSD","GDPPPP2005USD","GDPPPPcurrentUSD","GovExp_pct_GDP","GovExp_pct_Growth","GovExp2000USD","GovExpconstnantLCU","GovExpcurrentLCU","GovExpcurrentUSD","GNIcurrentLCU","GNIUSD","GNIPPPUSD","GoodsExpUSD","GoodsImpUSD","Investment_pct_GDP","Investment_pct_growth","SavingsDomestic_pct_GDP","SavingsGross_pct_GDP","SavingsGross_pct_GNI","SavingsGrossLCUcurrent","SavingsGrossUSD","Consumption_pct_Growth","ConsumptionUSD2000","ConsumptionLCUconstant","ConsumptionLCUcurrent","ConsumptionUSD","Imports_pct_GDP","Imports_pct_Growth","ImportsBoPUSD","ImportsUSD2000","ImportsLCUconstant","Importscurrent","ImportsUSD","ImportsandIncomeBoPUSD","dontuse10","GDPdeflator_pct_annual","LendingMinusDepositRate","LendingRate","M3_pct_GDP","ManufactureExports_pct_Total","ManufactureImports_pct_total","StockMarketCap_pct_GDP","StockMarkCapUSDcurrent","ExportsMerchUSD","ImportsMerchUSD","MerchandiseTrade_pct_GDP","M1LCU","M2LCU","M2_pct_GDP","M2toTotal_Reserves","M2growth_pct_","MultilateralDebtService_pct_PPGDebtService","MultilateralDebtServUSD","CapitalAccountUSD","CurrentTransfersUSD","DomesticCreditLCU","FinancialFlowsUSD","ForeignAssetsNetLCUcurrent","IncomeNetBoPUSD","IncomefromabroadLCUcurrent","IncomefromabroadUSDcurrent","PortfolioInvBondsUSD","PortfolioInvEquityUSD","other","DebtExternalPVof_pct_Exports","DebtExternalPV_pct_GNI","DebtExternalPVUSD","DebtServicePPG_pct_Exports","DebtServicePPG_pct_GNI","quasi_liq_liab_pct_GDP","REER","RealInterestRate","ServiceExportsUSD","ServiceImportsUSD","DebtST_pct_Exports","DebtST_pct_TotalExternal","DebtST_pct_Reserves","LegalRightsIndex","TermsofTradeAdjustment","DebtService_pct_GNI","Reserves_pct_ExtDebt","ReservesUSD","ReservesInMonthsImports","ReservesLessGold","Services_pct_GDP","Unemployment_pct_","IMFcreditUSD","RemittancesPaidUSD","RemittancesReceived_pct_GDP","RemittancesReceivedUSD","RemittancesNetUSD","GDPgrowth2007","GDPGrowthLast5yrs","GDPGrowthLastTenYears","CPI2007","CPIAvLast5Years","CPIAvLast10Years","CA2007_pct_GDP","CAAvLast5Yrs_pct_GDP","CAAvLast10yrs_pct_GDP","WDIDummy","EuroArea","peg","financiallyclosed","LowIncome","MiddleIncome","UpperIncome","OECD","SouthAsia","EuropeCentralAsia","MENA","EAPacific","SubSaharan","LatAmCarribean","NorthAmerica","Equity5yr_pct_chng","Equity5yrSharpe","REER5yr_pct_rise","REERDevFrom10yrAv","credit_domestic_pct_gdp","credit_domestic_pctGDP_5yr_rise","credit_domestic_pctGDP_10yr_rise","m3_5yr_chng","m2_5yr_chng"
"Australia",0,0,0,0.006169363,-0.12,-0.216836102,-0.158685446,-0.558740804,-2.730477361,-0.467773227,-2.285933293,1,1,1,1,0.166061011,7.4585,3.4354,0.818,NA,-17.7403,NA,0.9741,8,37163013025,39461297379,5.9307,23.5552,105.9534,5,-7.0122,-57568561712,4410782876,NA,NA,NA,4.6625,141.8263,127.5188,216000000000,20.6274,3.7564,183000000000,95493549634,216000000000,216000000000,169000000000,215000000000,-1.22,-12757000000,-12757000000,-10015702285,73.7394,NA,12.6647,4.9251,15603697205,4.8231,39596219908,2.9814,503000000000,1050000000000,1050000000000,821000000000,100,3.3,23936.4414,49758.4582,39066.0738,1.7413,32734.8492,34922.8557,688000000000,734000000000,17.8072,2.9673,90801108102,186000000000,186000000000,146000000000,1000000000000,785000000000,702000000000,142000000000,160000000000,27.4806,5.5567,26.2606,21.8784,22.8743,229000000000,180000000000,4.0339,309000000000,585000000000,585000000000,459000000000,21.8473,9.1787,200000000000,150000000000,228000000000,228000000000,179000000000,273000000000,2.3324,4.6323,3.5333,8.1958,104.3566,18.8213,76.1028,158.1572,1300000000000,141000000000,165000000000,37.3574,337000000000,1090000000000,92.3486,33.9346,29.8928,NA,NA,1602186924,-275038041.1,1480000000000,NA,-256000000000,-40635981003,-45903000000,-36039098689,NA,17103757011,-9564509541,NA,NA,NA,NA,NA,72.0985,133.3133,3.4058,40437834986,39325312005,NA,NA,NA,9,0,NA,NA,26907894957,1.184,24768492457,9.7157,4.36,NA,3026460000,0.4663,3828390000,NA,3.3,3.26,3.56998,2.3324,2.73078,2.7832,-7.0122,-6.32298,-5.14984,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2.924159819,1.755729305,0.328147104,0.247992467,1.418262745,0.378565817,0.567932254,NA,NA
"Austria",0,0,0,-0.047901321,NA,-0.114802324,-0.109206246,NA,NA,NA,NA,0,1,1,0,0.078468416,11.0852,1.9852,2.2402,1.9413,0.934,NA,1.5436,3,-2525116397,NA,NA,NA,103.6496,6,3.1119,11613547557,5052910362,NA,NA,NA,NA,125.7685,114.1929,148000000000,58.8591,9.1325,218000000000,135000000000,147000000000,160000000000,220000000000,257000000000,7.2888,17283400000,19874300000,27201220847,71.8683,NA,6.1716,6.2613,-4074260931,8.2308,30716849861,9.0835,222000000000,241000000000,273000000000,373000000000,112.9601,3.3548,26744.632,29028.6235,44879.5241,2.9446,35536.5743,37370.2385,296000000000,311000000000,17.7009,2.4344,39286161784,42641200000,48264900000,66058387167,268000000000,367000000000,306000000000,162000000000,161000000000,20.8429,NA,28.1317,25.7751,26.2107,70280900000,96190873755,1.4156,121000000000,132000000000,148000000000,202000000000,51.5703,6.6039,200000000000,120000000000,130000000000,141000000000,192000000000,244000000000,2.1686,2.296,NA,NA,NA,82.2839,75.4034,61.284,229000000000,164000000000,163000000000,87.6359,NA,NA,NA,NA,NA,NA,NA,-276424311.7,-1344011768,343000000000,NA,215000000000,-5147122380,-4531200000,-6201686193,NA,3683772731,29697329659,NA,NA,NA,NA,NA,NA,106.8558,NA,55546998580,39235769105,NA,NA,NA,7,1051357375,NA,NA,18193956213,0.8948,10688538713,25.3978,4.4,NA,2993860000,0.7944,2964770000,467332158.7,3.3548,2.44474,2.41501,2.1686,1.86796,1.76229,3.1119,2.25662,0.83427,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,NA,NA,NA,NA,1.257684675,0.037235927,-0.045910416,NA,NA
"Azerbaijan",0,0,0,NA,NA,0.013498452,0.012301193,NA,NA,NA,NA,0,1,0,0,0.317744246,46.3547,0.6231,1.0343,5.9059,11.3194,0.8054,12.9892,4,-1781327764,124091213.1,2.8107,56.4009,126.3773,4,27.2886,9018885000,1313413000,0.5786,93990000,167468000,11.5567,17.1623,14.4331,20042569203,68.1297,43.3022,22516854000,9723671573,10077311102,19322275339,22516854000,22844629000,39.6165,1689230976,11235647731,13093253000,40.2692,2.6976,8.3377,15.813,-5034521000,-14.3688,-4748880000,0.8643,16696099500,16742664472,28361000000,33049963583,169.3936,25.049,1945.6423,1951.0687,3851.403,23.6394,7395.1741,7830.8734,63460052325,67198909338,10.3663,24.1114,2075798520,1863259611,2940000000,3426074290,24002244166,27970568583,56871218561,21269317000,6045019000,20.1142,-6.0685,59.7308,47.4029,56.0111,13443930691,15666634454,22.7209,8130102970,8165784493,8276360113,9644702244,28.5132,14.0496,9423601000,8289501316,8388080110,8086627608,9423601000,14830771000,16.6928,20.984,7.5742,19.1308,20.5422,6.4769,77.6113,NA,NA,21269317000,6045019000,82.6456,3621712320,5825977348,16.2011,1.5888,73.2069,49.2403,46281000,5699000,1005027000,4867406283,3051000,2856634337,-5079395000,-4358755834,-5079395000,0,2000000,-26426000,16.2142,13.8683,2591977070,0.4114,0.336,7.7722,NA,-1.5318,1247537000,3378582000,4.2726,33.9907,24.034,8,9965258101,0.5987,141.4276,4273114894,3.4575,4273114894,13.9973,NA,102982000,435360000,3.895,1287300000,1192131000,25.049,21.4698,15.6349,16.6928,9.10442,4.23732,27.2886,-2.27628,-7.15704,1,0,NA,0,0,1,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,0.171623225,0.084163299,0.042047122,7.682056359,4.149318237
"Bahamas_The",0,0,0,NA,NA,0,0,NA,NA,NA,NA,0,1,0,0,0.27327672,NA,0.329,2.2975,NA,NA,NA,0.3998,2,46279661.72,1101200000,3.2932,11.4847,104.942,0,-20.0274,-1315998059,71000000,NA,NA,NA,3.6908,111.5523,94.634,NA,NA,NA,3401224138,NA,NA,NA,NA,3522494138,NA,NA,NA,NA,NA,NA,28.4346,15.4046,713340000,10.8559,713340000,NA,5746535936,4595999744,6570999808,6570999808,142.9722,2.7958,17353.7762,13879.3095,19843.5477,1.5971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801874138.3,2957812389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4537432197,NA,NA,NA,NA,4890302197,2.4926,2.4897,1.8092,5.5,85.6917,59.9744,57.6803,NA,NA,801900000,2956300000,57.1937,1274100000,5598300000,81.1391,12.0528,10.5291,NA,NA,-75730000,51810000,7394900000,NA,-107417093,-231600000,NA,NA,NA,NA,-7210000,NA,NA,NA,NA,NA,65.8073,86.365,2.9371,2599350000,1579619808,NA,NA,NA,9,NA,NA,NA,464482907,1.1398,464482907,63.5972,7.87,NA,170710000,NA,NA,NA,2.7958,2.35924,2.67495,2.4926,2.09618,1.88966,-20.0274,-13.66016,-13.15115,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,NA,NA,-0.153426039,-0.121817571,1.125384297,0.225903906,0.340587096,NA,NA
"Bahrain",0,0,0,NA,NA,0.000159185,0.0000531,-0.362348996,-3.779427971,-0.446780901,-4.660082552,1,1,0,0,NA,NA,0.017,0.4566,NA,NA,NA,7.1115,8,-1414718493,-418344809.6,-2.4664,30.1668,105.3227,4,NA,2906546219,NA,NA,NA,NA,4.485,NA,NA,NA,NA,NA,17314361702,NA,NA,NA,NA,27687961217,NA,NA,NA,NA,NA,NA,0.3839,5.1649,86897621.17,NA,1756046557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13790159574,10925398936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12626329787,NA,NA,NA,NA,23298643722,3.25,NA,3.8683,8.3533,NA,7.9418,35.1365,NA,28133540000,13634000000,11488000000,NA,1584300000,5622000000,NA,NA,39.2998,NA,NA,50000000,-1482771277,3921655190,NA,3684628695,-298714419.4,NA,NA,NA,138764829.8,-8559863519,NA,NA,NA,NA,NA,NA,76.05,NA,3524202128,1700930851,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482771000,NA,NA,NA,NA,NA,NA,3.25,2.35804,0.77281,NA,NA,NA,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,NA,NA,-0.260149006,-0.218273366,NA,NA,NA,NA,NA
"Bangladesh",0,0,0,NA,NA,-0.005660788,-0.007531866,-0.070660289,-0.288680862,-0.00045092,-0.001842222,1,1,0,0,0.304596632,24.4665,NA,NA,19.2435,4.555,2.0431,7.3426,6,-1372798014,858000000000,4.3226,10.5005,116.4884,2,1.2524,856850467.7,7296596138,5.2756,753817000,813852000,9.1759,58.2114,37.2868,510000000000,19.7767,12.981,14091127303,14608678571,626000000000,934000000000,13530306979,14335179723,-6.9257,-63160000512,-327000000000,-4738271069,82.4616,1.0136,NA,NA,652818718.9,0.9542,652820000,NA,69629379673,3030000000000,4720000000000,68415421373,155.948,6.4278,441.3837,19205.4501,433.6883,4.8833,1177.8203,1247.2135,186000000000,197000000000,5.5253,6.4038,4081425466,165000000000,261000000000,3780133217,5080000000000,73522980017,211000000000,12474289384,16669204360,24.4642,8.4675,17.5384,25.8481,24.0525,1220000000000,17684100782,5.8697,49160910789,2020000000000,3500000000000,50711207646,26.7024,15.9913,19553167600,17335312440,689000000000,1260000000000,18268578048,20765160646,9.107,6.7865,6.8241,16,59.2134,NA,NA,9.9294,6793230000,12453200000,18596000000,45.3833,579000000000,2800000000000,55.6624,7.6968,13.6285,70.0405,527977000,700681131.5,7286831391,2750000000000,-69345000,336000000000,-967940626.5,353000000000,5107949609,0,153400000,140986123.1,83.5928,22.3958,15141815460,5.2585,1.0253,47.0241,NA,8.628,1616837918,2883963239,6.6179,6.274,26.1937,7,-116000000000,1.1069,23.9522,5277479283,3.0498,5183432283,6.5786,NA,500513000,2810000,9.5919,6562317000,6553125797,6.4278,6.10782,5.62697,9.107,7.55174,5.98157,1.2524,0.53062,0.1541,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,2.669057811,1.234001656,NA,NA,0.582114385,0.07772238,0.282730218,9.740272505,9.345272599
"Barbados",0,0,0,NA,NA,0,0,NA,NA,NA,NA,0,1,0,0,0.244217161,NA,0.3345,2.6446,NA,NA,NA,7.9541,NA,NA,940605391.6,1.3896,5.1008,111.6367,NA,NA,NA,NA,NA,NA,NA,5.1342,120.9635,94.9033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30.394,20.368,NA,NA,NA,NA,NA,NA,6818000000,3409000000,NA,NA,NA,NA,13392.6291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0342,NA,5.6658,10.8,155.147,43.1929,73.7887,164.2499,5599280000,465785500,1709450000,63.8086,2907617910,10577921749,141.8712,6.3007,20.6474,NA,NA,NA,NA,8247292221,NA,2800495920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.6888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,839429803.1,NA,839429803.1,NA,NA,NA,40250000,4.1068,140000000,NA,NA,NA,NA,4.0342,4.08758,2.58679,NA,NA,NA,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1.209635116,0.22631262,0.527963749,NA,NA
"Belarus",1,0,1,-0.0044975,-0.129348113,-0.265263524,-0.248142251,NA,NA,NA,NA,0,1,1,1,-0.255902749,15.0996,1.9328,1.3806,9.2323,3.5125,0.1856,6.6193,5,-2778101637,-5490000000000,-31.8444,46.5896,116.0468,3,-6.7177,-3041500000,350200000,1.0815,301290000,1079749000,8.3083,26.9115,24.7985,10400000000000,61.0446,7.3356,27604400000,15294899227,10300000000000,59300000000000,27638391859,27879900000,-6.0488,-1140000000000,-5880000000000,-2738621114,73.2247,0.838,7.258,7.2875,1770000000,3.943,1785200000,0.0336,21853587633,15700000000000,97200000000000,45275711996,620.0107,8.6,2252.4827,1615290.787,4666.637,8.9414,10280.0612,10885.7285,99737153928,106000000000,18.3511,7.6469,3010999133,2160000000000,17800000000000,8308590546,96300000000000,44864730113,105000000000,24328900000,28399900000,32.8241,14.0439,26.7753,26.2837,26.5245,25500000000000,11900125565,13.0071,15771124663,11300000000000,50200000000000,23413665847,67.0934,0,30430700000,16866233337,11400000000000,65200000000000,30377012972,31111900000,8.4215,12.8727,0.2667,8.575,24.0912,53.1635,48.333,NA,NA,24275244000,28693100000,116.9906,8740000000000,23400000000000,20.9871,2.6103,34.7154,8.3272,25089000,90900000,190500000,26100000000000,1512294000,6390000000000,-405700000,-882000000000,-410981883.2,19397000,4500000,-38800000,39.8876,24.5846,9132415330,1.0807,0.6716,15.0963,NA,-3.8076,3275500000,2030800000,21.5455,63.4314,143.7538,2,110000000000,2.4067,44.125,4178575848,1.6117,3952129348,11.72,NA,0,109200000,0.7823,354200000,NA,8.6,9.30636,7.39024,8.4215,14.45988,71.11405,-6.7177,-3.3479,-3.32011,1,0,NA,0,0,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0.269114993,0.088974656,0.099360438,9.48225112,8.781251818
"Belgium",0,0,0,-0.041848382,-0.134064081,-0.114801604,-0.109207418,-0.477616961,-3.19644838,-0.358952346,-2.40228622,1,1,1,1,0.210265844,10.2039,1.3291,1.326,0.8725,5.2196,NA,2.756,8,-19358887.15,NA,NA,NA,103.6467,4,1.6204,7336547518,9019786900,NA,NA,NA,NA,113.3619,92.2687,262000000000,89.4102,3.8116,400000000000,242000000000,263000000000,296000000000,405000000000,499000000000,2.8981,9328500000,9587000000,13121373043,74.7579,NA,8.0076,7.752,16512542588,15.9457,72194772937,21.3747,265000000000,288000000000,331000000000,453000000000,114.8896,2.7991,24965.3373,27097.3771,42609.3105,2.047,33399.001,34935.1184,355000000000,371000000000,22.3606,2.111,55199004975,59913000000,73969000000,101000000000,334000000000,458000000000,375000000000,324000000000,322000000000,22.344,NA,25.2421,25.1164,24.8447,83085000000,114000000000,2.5019,138000000000,150000000000,173000000000,237000000000,86.5121,4.5878,392000000000,234000000000,254000000000,286000000000,392000000000,485000000000,1.8231,1.6331,NA,8.5708,NA,78.0956,73.607,85.3359,386000000000,432000000000,414000000000,186.8243,NA,NA,NA,NA,NA,NA,NA,-2816687467,-6604617407,375000000000,NA,132000000000,5848970900,3618000000,4951823059,NA,3359986598,-43022694523,NA,NA,NA,NA,NA,NA,110.8767,6.8263,76270244636,70336510596,NA,NA,NA,7,-829967637,NA,NA,16485312502,0.408,10383930002,32.3811,7.61,NA,3160880000,1.8899,8556680000,114013178.3,2.7991,2.25662,2.24299,1.8231,2.0166,1.88167,1.6204,2.78784,3.7829,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1.038216529,0.976857443,0.088277718,0.067313476,1.133618501,0.009614197,-0.304738633,NA,NA
"Belize",0,0,0,NA,NA,0,0.010307692,NA,NA,NA,NA,0,1,0,0,0.297300129,NA,0.5725,0.7564,12.2714,-20.7146,2.033,10.0734,3,-22430184.76,192117744.3,2.5156,14.016,106.6469,0,-4.0799,-52089996.96,136550445.7,74.4412,618321000,624644000,8.3225,68.7362,60.8725,1222861824,59.8795,-6.2337,823650268.6,718800194.3,1411601103,1529025682,764512841,830616905.7,-1.8062,151853109.1,-46121237.35,-23060618.68,82.518,0,65.6392,13.004,139387819.3,8.7981,112330000,0.0772,1145811187,2291346872,2553503312,1276751656,111.4412,1.2187,3769.2254,7537.5445,4199.9632,-0.9093,6359.4389,6734.116,1933213171,2047111716,15.2995,11.1057,153807963.8,308331979.5,390674067.2,195337033.6,2304000000,1152000000,1847088027,425574394.2,642016858,19.2882,4.9982,17.482,NA,NA,NA,NA,3.5563,724401629.3,1472679347,1704761656,852380828,61.6857,-0.3151,810173164.5,626091514,1259747994,1575146919,787573459.7,976092623.6,2.3199,3.9794,6.0108,14.3333,68.3652,4.9973,44.8449,NA,NA,266634000,684342000,74.484,647792719.3,1745707719,63.6666,8.0438,15.9362,5.1465,31822000,4093849.844,93385720.98,1755181304,-47062000,370561986.1,-158952822,-244000000,-122000000,-441345000,0,78745499.73,118.7221,89.3771,967551600,74.4412,53.6737,42.9964,92.4792,9.9577,398075874.4,168156306.5,0.7307,0.623,6.0693,8,-188739278.6,54.2226,10.2645,108512546.8,1.334,108512546.8,44.3494,NA,0,22480000,5.8586,74800000,70761753.69,1.2187,4.582,5.73403,2.3199,3.17708,1.7778,-4.0799,-10.61548,-13.06801,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,-0.084524609,-0.069136028,0.687362063,0.187487579,0.212764172,13.59923172,9.681907096
"Benin",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.268317359,NA,NA,NA,NA,NA,8.6584,14.9126,6,NA,-288000000000,-17.6028,14.3257,105.1293,1,NA,NA,NA,4.2443,67155000,68068000,3.5,8.9176,19.9872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.8844,48000000,NA,2961009393,1030000000000,2600000000000,5427615505,253.0142,4.6001,352.7896,122494.7969,646.6734,1.2984,1332.2925,1410.7868,11182106886,11840919748,NA,NA,NA,NA,NA,NA,2600000000000,5427557082,11840792293,NA,NA,NA,7.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2981,2.868,NA,NA,33.4196,NA,NA,NA,NA,875000000,1600000000,45.6001,590000000000,869000000000,30.6774,1.5001,19.6326,35.9318,24130000,NA,NA,232000000000,-35838000,679000000000,NA,NA,NA,0,0,NA,57.6875,11.929,569001719.9,NA,1.2373,10.7436,NA,NA,NA,NA,NA,0.0675,0.0478,3,NA,1.2541,141.1622,1209202351,NA,1209202351,NA,NA,4172000,66853000,4.1278,224041000,NA,4.6001,3.66002,4.2838,1.2981,2.56118,2.95248,NA,NA,NA,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0.089176431,0.033434417,0.015109757,7.834776127,4.12378366
"Bermuda",0,0,0,NA,NA,0,0,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,0.9654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.036,NA,NA,NA,NA,4648795136,4162394112,5855378944,5855378944,140.6734,4.6369,72637.424,65037.408,91490.296,4.3099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5513,NA,NA,NA,NA,67.1939,46.6428,2731110000,27000000,1091000000,19.0936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6369,4.40544,3.90268,NA,NA,NA,NA,NA,NA,1,0,1,NA,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bhutan",0,0,0,NA,NA,-0.112278335,-0.101555161,NA,NA,NA,NA,0,1,0,0,NA,60.1307,NA,NA,20.5126,1.168,8.6948,70.2404,5,NA,-5916274981,-8.5134,14.8263,110.4294,0,NA,NA,NA,NA,30822000,31190000,4.5,14.3911,25.591,18506248775,52.5986,29.2888,NA,NA,18463866733,24484017183,554062393.8,NA,-4.5207,2780567296,-2104339832,-47620272.29,62.6637,0,NA,NA,NA,7.4344,78312393.44,NA,752408294.6,34183134800,46548832306,1053379324,136.1748,14.048,1112.9642,50563.7755,1558.1612,12.0108,3922.854,4153.9756,2652006230,2808253692,19.795,2.9687,NA,7007805396,9214333454,208516258.3,45339556730,1026013956,2735299067,NA,NA,41.857,-8.7601,37.3363,45.4073,46.6184,21136574359,478311255,NA,NA,13814907950,NA,NA,57.1193,4.7105,NA,NA,20096814414,26588357015,601682666.1,NA,5.1538,4.5722,9.5,14,50.9299,NA,NA,NA,NA,673763256,526478591,113.942,15024255953,23707274097,48.0048,0.8202,12.9776,14.7135,4535000,NA,NA,6698885288,-10743000,25199456436,NA,-645236456.8,-14601413.37,0,0,NA,178.412,77.3863,742196110,NA,3.0041,18.6536,NA,9.0156,NA,NA,NA,0,0,2,42382041.61,3.0399,90.1956,699049468,NA,699049468,NA,NA,0,NA,NA,NA,NA,14.048,8.61848,7.89487,5.1538,4.4315,4.93944,NA,NA,NA,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,0.14391092,0.027409842,-0.012008168,-4.229030123,-1.302549456
"Bolivia",0,0,0,NA,NA,0.002849003,0.021032995,NA,NA,NA,NA,0,1,0,0,0.280923376,20.0425,1.5196,1.1277,12.8774,-0.6304,3.6803,7.5093,1,-1952330729,13810986.14,-4.5089,6.6231,113.3649,6,13.716,1799551688,1163219267,6.8693,269206000,742312000,3.5455,53.508,36.9684,11218189447,41.7957,3.2508,4958849934,2859275198,10231389605,43053364316,5483631819,5328663206,7.5294,1034134039,7755975513,987865054.9,77.2839,0,14.9184,10.4064,201217939,1.5565,204220000,0.0229,10714702655,28524027123,103000000000,13120099659,361.1313,NA,1125.7852,2996.9966,1378.5183,-1.7199,3790.5097,4013.8341,36076317604,38201815270,14.0587,3.7681,1537538017,3203527000,14481703000,1844509218,102000000000,12947190253,37698354675,4490434134,3249190414,15.1867,11.3725,22.7161,29.7156,30.1124,30609786648,3898715064,-2.0383,7783816106,20332797122,65127854949,8295221137,34.2663,4.7744,4077681600,3304277650,9197255565,35297388804,4495766764,4620366684,8.7062,12.2743,9.3153,12.8608,54.9078,6.85,78.9537,17.2483,2263000000,4458270000,3456990000,60.3293,23106177507,59141595130,51.463,1.4176,26.1507,88.199,237437000,1180172459,1091255166,36260862932,36476000,46545098818,-172871811.9,-1357554973,-172909405.9,0,0,-24520549.63,51.7272,23.5177,2599000000,5.052,2.0793,34.9827,81.8392,0.5224,468415800,828491185.8,2.833,3.5577,3.3122,1,986799841.9,5.7334,107.4103,5313632052,13.8005,4554023362,9.8849,NA,0,72171000,7.0618,926512000,883847748.2,NA,NA,NA,8.7062,5.23192,4.31185,13.716,7.30422,0.96598,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,-0.146109763,-0.081874016,0.352015831,-0.259219634,-0.217623727,0.806175674,-3.783111947
